timestamp,elapsed_s,bottle_psi,tank_psi,chamber_psi,loadcell_lbs,gse_fill,gse_relief,gse_dump,rkt_ox,rkt_fuel,rkt_relief,rkt_dump,rkt_ign
2026-03-28 14:17:22.869,0.043,0,2,0,-62.96,0,0,0,0,0,0,0,0
2026-03-28 14:17:22.909,0.082,0,2,0,-63.13,0,0,0,0,0,0,0,0
2026-03-28 14:17:23.020,0.193,0,2,0,-61.64,0,0,0,0,0,0,0,0
2026-03-28 14:17:23.086,0.259,0,5,0,-62.22,0,0,0,0,0,0,0,0
2026-03-28 14:17:23.180,0.353,-3,2,0,-62.39,0,0,0,0,0,0,0,0
2026-03-28 14:17:23.292,0.465,0,2,0,-62.94,0,0,0,0,0,0,0,0
2026-03-28 14:17:23.375,0.549,0,2,0,-60.39,0,0,0,0,0,0,0,0
2026-03-28 14:17:23.422,0.596,0,2,0,-63.01,0,0,0,0,0,0,0,0
2026-03-28 14:17:23.532,0.705,0,2,0,-62.13,0,0,0,0,0,0,0,0
2026-03-28 14:17:23.579,0.753,0,2,0,-63.69,0,0,0,0,0,0,0,0
2026-03-28 14:17:23.676,0.850,0,2,0,-62.26,0,0,0,0,0,0,0,0
2026-03-28 14:17:23.775,0.949,0,2,0,-61.06,0,0,0,0,0,0,0,0
2026-03-28 14:17:23.837,1.011,-1,5,0,-63.74,0,0,0,0,0,0,0,0
2026-03-28 14:17:23.979,1.152,0,2,0,-61.4,0,0,0,0,0,0,0,0
2026-03-28 14:17:24.031,1.205,0,2,0,-64.88,0,0,0,0,0,0,0,0
2026-03-28 14:17:24.108,1.281,0,2,0,-62.84,0,0,0,0,0,0,0,0
2026-03-28 14:17:24.157,1.331,-3,2,0,-61.81,0,0,0,0,0,0,0,0
2026-03-28 14:17:24.252,1.426,0,2,0,-61.97,0,0,0,0,0,0,0,0
2026-03-28 14:17:24.332,1.505,0,2,0,-61.25,0,0,0,0,0,0,0,0
2026-03-28 14:17:24.412,1.586,0,2,0,-63.39,0,0,0,0,0,0,0,0
2026-03-28 14:17:24.497,1.670,0,2,0,-62.38,0,0,0,0,0,0,0,0
2026-03-28 14:17:24.608,1.781,-3,2,0,-60.54,0,0,0,0,0,0,0,0
2026-03-28 14:17:24.699,1.873,0,2,0,-64.86,0,0,0,0,0,0,0,0
2026-03-28 14:17:24.747,1.921,0,5,0,-64.41,0,0,0,0,0,0,0,0
2026-03-28 14:17:24.796,1.969,-3,2,0,-63.6,0,0,0,0,0,0,0,0
2026-03-28 14:17:24.860,2.033,0,2,0,-64.39,0,0,0,0,0,0,0,0
2026-03-28 14:17:24.939,2.113,0,2,0,-62.7,0,0,0,0,0,0,0,0
2026-03-28 14:17:25.021,2.194,-3,2,0,-65.92,0,0,0,0,0,0,0,0
2026-03-28 14:17:25.099,2.273,0,2,0,-62.73,0,0,0,0,0,0,0,0
2026-03-28 14:17:25.179,2.353,0,2,0,-61.78,0,0,0,0,0,0,0,0
2026-03-28 14:17:25.260,2.433,0,2,0,-64.96,0,0,0,0,0,0,0,0
2026-03-28 14:17:25.371,2.545,-3,2,0,-63.45,0,0,0,0,0,0,0,0
2026-03-28 14:17:25.468,2.642,0,2,0,-62.29,0,0,0,0,0,0,0,0
2026-03-28 14:17:25.499,2.673,0,2,0,-61.92,0,0,0,0,0,0,0,0
2026-03-28 14:17:25.563,2.737,-3,2,0,-63.42,0,0,0,0,0,0,0,0
2026-03-28 14:17:25.643,2.817,-3,2,0,-64.63,0,0,0,0,0,0,0,0
2026-03-28 14:17:25.755,2.929,0,2,0,-64.76,0,0,0,0,0,0,0,0
2026-03-28 14:17:25.787,2.961,-3,2,0,-63.61,0,0,0,0,0,0,0,0
2026-03-28 14:17:25.883,3.056,-3,2,0,-63.34,0,0,0,0,0,0,0,0
2026-03-28 14:17:26.059,3.233,0,2,0,-62.87,0,0,0,0,0,0,0,0
2026-03-28 14:17:26.092,3.265,0,2,0,-60.93,0,0,0,0,0,0,0,0
2026-03-28 14:17:26.219,3.393,0,2,0,-61.78,0,0,0,0,0,0,0,0
2026-03-28 14:17:26.316,3.489,-3,2,0,-66.93,0,0,0,0,0,0,0,0
2026-03-28 14:17:26.347,3.521,-3,2,0,-63.91,0,0,0,0,0,0,0,0
2026-03-28 14:17:26.428,3.601,0,2,0,-61.43,0,0,0,0,0,0,0,0
2026-03-28 14:17:26.475,3.649,0,2,0,-63.45,0,0,0,0,0,0,0,0
2026-03-28 14:17:26.571,3.745,0,2,0,-64.82,0,0,0,0,0,0,0,0
2026-03-28 14:17:26.699,3.873,0,2,0,-64.77,0,0,0,0,0,0,0,0
2026-03-28 14:17:26.731,3.904,0,2,0,-63.6,0,0,0,0,0,0,0,0
2026-03-28 14:17:26.779,3.953,-3,2,0,-63.07,0,0,0,0,0,0,0,0
2026-03-28 14:17:26.892,4.065,-3,2,0,-64.63,0,0,0,0,0,0,0,0
2026-03-28 14:17:27.035,4.209,-3,2,-2,-61.99,0,0,0,0,0,0,0,0
2026-03-28 14:17:27.116,4.289,0,2,-2,-61.83,0,0,0,0,0,0,0,0
2026-03-28 14:17:27.196,4.369,0,2,0,-63.91,0,0,0,0,0,0,0,0
2026-03-28 14:17:27.322,4.496,-1,2,0,-64.68,0,0,0,0,0,0,0,0
2026-03-28 14:17:27.403,4.577,0,2,0,-62.95,0,0,0,0,0,0,0,0
2026-03-28 14:17:27.484,4.657,0,2,0,-60.59,0,0,0,0,0,0,0,0
2026-03-28 14:17:27.515,4.689,-3,2,0,-63.47,0,0,0,0,0,0,0,0
2026-03-28 14:17:27.627,4.801,-3,2,0,-66.5,0,0,0,0,0,0,0,0
2026-03-28 14:17:27.675,4.849,-3,2,0,-64.52,0,0,0,0,0,0,0,0
2026-03-28 14:17:27.724,4.897,-3,2,0,-63.5,0,0,0,0,0,0,0,0
2026-03-28 14:17:27.787,4.961,-3,4,0,-62.58,0,0,0,0,0,0,0,0
2026-03-28 14:17:27.852,5.025,0,2,0,-63.45,0,0,0,0,0,0,0,0
2026-03-28 14:17:27.931,5.104,-3,2,0,-64.66,0,0,0,0,0,0,0,0
2026-03-28 14:17:27.995,5.168,0,2,0,-63.72,0,0,0,0,0,0,0,0
2026-03-28 14:17:28.092,5.265,-3,2,0,-62.31,0,0,0,0,0,0,0,0
2026-03-28 14:17:28.139,5.313,-3,2,0,-63.7,0,0,0,0,0,0,0,0
2026-03-28 14:17:28.283,5.457,0,2,0,-62.28,0,0,0,0,0,0,0,0
2026-03-28 14:17:28.364,5.537,0,2,0,-65.1,0,0,0,0,0,0,0,0
2026-03-28 14:17:28.379,5.553,-3,2,0,-66.48,0,0,0,0,0,0,0,0
2026-03-28 14:17:28.444,5.617,-3,2,0,-61.85,0,0,0,0,0,0,0,0
2026-03-28 14:17:28.491,5.665,-3,2,0,-65.04,0,0,0,0,0,0,0,0
2026-03-28 14:17:28.571,5.745,-3,2,0,-63.77,0,0,0,0,0,0,0,0
2026-03-28 14:17:28.715,5.889,0,2,0,-62.29,0,0,0,0,0,0,0,0
2026-03-28 14:17:28.731,5.904,0,2,0,-63.31,0,0,0,0,0,0,0,0
